# Q2,x,F2,stat.,syst.
3.575,0.8155,0.03082,0.001916,0.002592
3.575,0.8245,0.03243,0.001952,0.00299
3.575,0.8335,0.02618,0.001911,0.002015
3.575,0.8425,0.03149,0.002098,0.002803
3.575,0.8515,0.02933,0.002154,0.002374
3.575,0.8605,0.02467,0.001913,0.002415
3.575,0.8695,0.01825,0.001522,0.003084
3.575,0.8785,0.01486,0.001332,0.002609
3.575,0.8875,0.009425,0.0009847,0.001405
3.575,0.8965,0.00705,0.00124,0.001066
3.575,0.9055,0.006102,0.0009418,0.001071
3.625,0.5905,0.1163,0.006441,0.01188
3.625,0.5995,0.1114,0.006106,0.01086
3.625,0.6085,0.1005,0.006012,0.00991
3.625,0.6175,0.09374,0.00592,0.009399
3.625,0.6265,0.09671,0.006427,0.009979
3.625,0.6355,0.1053,0.007412,0.009814
3.625,0.6445,0.1113,0.004374,0.01073
3.625,0.6535,0.08602,0.003699,0.009036
3.625,0.6625,0.0846,0.00387,0.007552
3.625,0.6715,0.06629,0.003295,0.007853
3.625,0.6805,0.06244,0.003154,0.005064
3.625,0.6895,0.06293,0.003179,0.006885
3.625,0.6985,0.07226,0.003421,0.00628
3.625,0.7075,0.06797,0.002624,0.006874
3.625,0.7165,0.07779,0.003019,0.007556
3.625,0.7255,0.0758,0.003031,0.006857
3.625,0.7345,0.06284,0.00278,0.006967
3.625,0.7435,0.05253,0.002387,0.005326
3.625,0.7525,0.04516,0.002235,0.004919
3.625,0.7615,0.04276,0.002187,0.003543
3.625,0.7705,0.0332,0.001942,0.003081
3.625,0.7795,0.0349,0.002017,0.00375
3.625,0.7885,0.03481,0.002012,0.003515
3.625,0.7975,0.02906,0.001819,0.002256
3.625,0.8065,0.02998,0.001942,0.002803
3.625,0.8155,0.02696,0.001856,0.002362
3.625,0.8245,0.02738,0.001868,0.002005
3.625,0.8335,0.02541,0.001931,0.002514
3.625,0.8425,0.02808,0.002058,0.002379
3.625,0.8515,0.02862,0.002132,0.002343
3.625,0.8605,0.02752,0.001998,0.002825
3.625,0.8695,0.021,0.001704,0.003352
3.625,0.8785,0.01637,0.001463,0.002893
3.625,0.8875,0.01118,0.001206,0.001747
3.625,0.8965,0.005213,0.0007271,0.0007716
3.625,0.9055,0.005088,0.0008602,0.0008669
3.675,0.5995,0.1082,0.00657,0.0121
3.675,0.6085,0.1008,0.00586,0.009702
3.675,0.6175,0.09159,0.005888,0.009743
3.675,0.6265,0.1062,0.006473,0.01114
3.675,0.6355,0.1006,0.006713,0.009406
3.675,0.6445,0.1164,0.007619,0.01038
3.675,0.6535,0.08756,0.006665,0.008462
3.675,0.6625,0.07675,0.003575,0.007197
3.675,0.6715,0.06527,0.003355,0.007179
3.675,0.6805,0.06811,0.003436,0.006586
3.675,0.6895,0.06255,0.003381,0.006108
3.675,0.6985,0.05487,0.00305,0.004646
3.675,0.7075,0.06444,0.003401,0.006024
3.675,0.7165,0.072,0.00372,0.006741
3.675,0.7255,0.07833,0.003025,0.007017
3.675,0.7345,0.06027,0.002662,0.006395
3.675,0.7435,0.05058,0.002288,0.005245
3.675,0.7525,0.04449,0.002238,0.004253
3.675,0.7615,0.04011,0.002118,0.003355
3.675,0.7705,0.03729,0.002035,0.003704
3.675,0.7795,0.03191,0.001992,0.003483
3.675,0.7885,0.0356,0.002122,0.003566
3.675,0.7975,0.02976,0.001856,0.003137
3.675,0.8065,0.02764,0.001799,0.0028
3.675,0.8155,0.02625,0.001801,0.002341
3.675,0.8245,0.02904,0.001898,0.002282
3.675,0.8335,0.02792,0.001848,0.00286
3.675,0.8425,0.02842,0.001944,0.002755
3.675,0.8515,0.02296,0.001852,0.00236
3.675,0.8605,0.02644,0.00203,0.002254
3.675,0.8695,0.01991,0.001658,0.002865
3.675,0.8785,0.01589,0.001314,0.002772
3.675,0.8875,0.01028,0.001049,0.001643
3.675,0.8965,0.008168,0.001205,0.001196
3.675,0.9055,0.005394,0.000863,0.0008866
3.725,0.6175,0.0986,0.00602,0.01065
3.725,0.6265,0.09723,0.006221,0.01041
3.725,0.6355,0.0979,0.006413,0.01073
3.725,0.6445,0.0941,0.006503,0.008719
3.725,0.6535,0.09925,0.007014,0.009057
3.725,0.6625,0.08096,0.00642,0.008255
3.725,0.6715,0.0754,0.003554,0.007445
3.725,0.6805,0.06241,0.003267,0.007897
3.725,0.6895,0.06065,0.003264,0.005267
3.725,0.6985,0.05443,0.003174,0.004873
3.725,0.7075,0.05604,0.003276,0.005202
3.725,0.7165,0.06553,0.003608,0.006514
3.725,0.7255,0.07602,0.00411,0.006867
3.725,0.7345,0.0739,0.002941,0.008078
3.725,0.7435,0.04843,0.002312,0.006032
3.725,0.7525,0.04054,0.002096,0.005353
3.725,0.7615,0.04135,0.002118,0.003755
3.725,0.7705,0.03767,0.002128,0.003648
3.725,0.7795,0.03505,0.002036,0.003928
3.725,0.7885,0.02921,0.001865,0.002342
3.725,0.7975,0.02685,0.001791,0.002891
3.725,0.8065,0.02852,0.001858,0.00297
3.725,0.8155,0.02791,0.001824,0.00221
3.725,0.8245,0.02521,0.001918,0.002095
3.725,0.8335,0.02381,0.001757,0.002222
3.725,0.8425,0.0262,0.001943,0.002575
3.725,0.8515,0.02645,0.00205,0.00274
3.725,0.8605,0.02291,0.001994,0.002286
3.725,0.8695,0.02411,0.002412,0.003597
3.725,0.8785,0.01433,0.001358,0.002495
3.725,0.8875,0.01064,0.001068,0.00181
3.725,0.8965,0.007715,0.001226,0.001138
3.775,0.6265,0.08615,0.005886,0.009643
3.775,0.6355,0.1005,0.006437,0.01106
3.775,0.6445,0.09433,0.006543,0.009345
3.775,0.6535,0.08712,0.006098,0.008108
3.775,0.6625,0.07102,0.005827,0.007757
3.775,0.6715,0.08324,0.006307,0.007476
3.775,0.6805,0.06544,0.005798,0.008121
3.775,0.6895,0.06227,0.003372,0.005829
3.775,0.6985,0.06187,0.003434,0.006983
3.775,0.7075,0.04964,0.003122,0.004526
3.775,0.7165,0.07145,0.003869,0.007038
3.775,0.7255,0.07343,0.003879,0.00687
3.775,0.7345,0.06696,0.00378,0.006307
3.775,0.7435,0.05452,0.003182,0.006309
3.775,0.7525,0.04648,0.002265,0.006358
3.775,0.7615,0.03993,0.002108,0.004439
3.775,0.7705,0.0346,0.001996,0.002883
3.775,0.7795,0.03308,0.002038,0.003435
3.775,0.7885,0.02992,0.001958,0.003366
3.775,0.7975,0.02804,0.001851,0.002374
3.775,0.8065,0.02446,0.001735,0.002341
3.775,0.8155,0.02698,0.001885,0.002097
3.775,0.8245,0.02771,0.001898,0.002305
3.775,0.8335,0.02242,0.001767,0.002033
3.775,0.8425,0.02522,0.001895,0.002362
3.775,0.8515,0.02193,0.001786,0.002314
3.775,0.8605,0.01972,0.001813,0.001937
3.775,0.8695,0.01873,0.001788,0.002426
3.775,0.8785,0.01446,0.00133,0.002493
3.775,0.8875,0.01042,0.001044,0.001814
3.825,0.6355,0.1001,0.006773,0.01185
3.825,0.6445,0.1044,0.006809,0.01083
3.825,0.6535,0.08823,0.006495,0.008514
3.825,0.6625,0.09157,0.006279,0.009494
3.825,0.6715,0.086,0.006177,0.008167
3.825,0.6805,0.06772,0.005567,0.007914
3.825,0.6895,0.05267,0.005469,0.005074
3.825,0.6985,0.05495,0.003152,0.006408
3.825,0.7075,0.06236,0.003466,0.005735
3.825,0.7165,0.06298,0.003659,0.006174
3.825,0.7255,0.07007,0.004022,0.007064
3.825,0.7345,0.06925,0.003981,0.006131
3.825,0.7435,0.05795,0.003663,0.006504
3.825,0.7525,0.05048,0.003228,0.004841
3.825,0.7615,0.04291,0.002763,0.003925
3.825,0.7705,0.03808,0.002058,0.003449
3.825,0.7795,0.03518,0.00206,0.003847
3.825,0.7885,0.02988,0.001975,0.003871
3.825,0.7975,0.02706,0.001906,0.003332
3.825,0.8065,0.02555,0.001842,0.002211
3.825,0.8155,0.02594,0.001885,0.00237
3.825,0.8245,0.02984,0.001969,0.003209
3.825,0.8335,0.02411,0.001813,0.002128
3.825,0.8425,0.02524,0.002419,0.002699
3.825,0.8515,0.02515,0.001889,0.002759
3.825,0.8605,0.02573,0.001993,0.002669
3.825,0.8695,0.0173,0.001627,0.002155
3.825,0.8785,0.01589,0.001559,0.002752
3.825,0.8875,0.01289,0.001319,0.00229
3.825,0.8965,0.006837,0.001055,0.0009817
3.875,0.6535,0.09834,0.006708,0.009877
3.875,0.6625,0.07693,0.005812,0.007305
3.875,0.6715,0.07541,0.005755,0.007823
3.875,0.6805,0.06677,0.005402,0.006577
3.875,0.6895,0.04943,0.004944,0.006542
3.875,0.6985,0.06198,0.005712,0.005425
3.875,0.7075,0.05717,0.005548,0.004886
3.875,0.7165,0.06043,0.003505,0.006151
3.875,0.7255,0.06403,0.003858,0.006554
3.875,0.7345,0.0654,0.003953,0.006067
3.875,0.7435,0.0628,0.003938,0.006768
3.875,0.7525,0.0417,0.003084,0.005088
3.875,0.7615,0.04563,0.003025,0.004972
3.875,0.7705,0.03155,0.002541,0.002635
3.875,0.7795,0.03233,0.002595,0.003276
3.875,0.7885,0.03046,0.001974,0.003977
3.875,0.7975,0.03065,0.002055,0.003968
3.875,0.8065,0.02827,0.001998,0.003154
3.875,0.8155,0.02484,0.001764,0.003098
3.875,0.8245,0.02461,0.001879,0.002761
3.875,0.8335,0.02633,0.001942,0.002462
3.875,0.8425,0.02421,0.00181,0.002775
3.875,0.8515,0.02337,0.002005,0.002964
3.875,0.8605,0.02407,0.001915,0.002432
3.875,0.8695,0.02181,0.001929,0.002536
3.875,0.8785,0.01526,0.001497,0.002627
3.875,0.8875,0.01337,0.001337,0.002346
3.925,0.6625,0.09137,0.006818,0.00937
3.925,0.6715,0.07481,0.005896,0.008897
3.925,0.6805,0.07664,0.00578,0.007239
3.925,0.6895,0.05885,0.005323,0.008012
3.925,0.6985,0.04861,0.004838,0.004856
3.925,0.7075,0.06185,0.005635,0.006612
3.925,0.7165,0.05519,0.005662,0.005173
3.925,0.7255,0.06213,0.006393,0.006157
3.925,0.7345,0.05986,0.003763,0.005831
3.925,0.7435,0.06769,0.004062,0.006836
3.925,0.7525,0.04458,0.003031,0.005978
3.925,0.7615,0.03834,0.002911,0.005178
3.925,0.7705,0.04391,0.003234,0.004395
3.925,0.7795,0.03554,0.002754,0.003736
3.925,0.7885,0.03203,0.002638,0.003986
3.925,0.7975,0.03221,0.001985,0.002997
3.925,0.8065,0.02798,0.001854,0.003555
3.925,0.8155,0.02499,0.001851,0.003255
3.925,0.8245,0.02544,0.00182,0.002638
3.925,0.8335,0.02303,0.001851,0.002197
3.925,0.8425,0.02485,0.001868,0.002864
3.925,0.8515,0.02508,0.002054,0.003417
3.925,0.8605,0.02393,0.002009,0.002773
3.925,0.8695,0.02087,0.001916,0.002877
3.925,0.8785,0.01483,0.001517,0.002362
3.925,0.8875,0.008425,0.001474,0.001474
3.975,0.6715,0.09531,0.00729,0.01204
3.975,0.6805,0.06599,0.005512,0.006582
3.975,0.6895,0.06162,0.005309,0.007911
3.975,0.6985,0.05199,0.004917,0.00461
3.975,0.7075,0.05597,0.00528,0.00687
3.975,0.7165,0.05221,0.005138,0.004912
3.975,0.7255,0.05727,0.006034,0.00586
3.975,0.7345,0.05862,0.006755,0.005681
3.975,0.7435,0.06659,0.004034,0.006663
3.975,0.7525,0.05723,0.003724,0.007174
3.975,0.7615,0.03958,0.003114,0.005009
3.975,0.7705,0.03932,0.002999,0.004738
3.975,0.7795,0.03599,0.002914,0.003131
3.975,0.7885,0.03056,0.002791,0.003541
3.975,0.7975,0.02379,0.002554,0.002998
3.975,0.8065,0.02536,0.002346,0.002118
3.975,0.8155,0.02654,0.001842,0.003574
3.975,0.8245,0.02415,0.001794,0.002167
3.975,0.8335,0.02246,0.001791,0.002138
3.975,0.8425,0.02221,0.001802,0.002259
3.975,0.8515,0.02006,0.001808,0.002286
3.975,0.8605,0.02572,0.002132,0.003125
3.975,0.8695,0.01847,0.001791,0.002291
3.975,0.8785,0.01545,0.001587,0.002533
3.975,0.8875,0.01574,0.002078,0.002795
4.025,0.6895,0.06596,0.005718,0.00766
4.025,0.6985,0.05384,0.005171,0.006955
4.025,0.7075,0.05652,0.005231,0.005198
4.025,0.7165,0.06146,0.005653,0.00599
4.025,0.7255,0.05545,0.005278,0.00533
4.025,0.7345,0.06079,0.006204,0.006149
4.025,0.7435,0.06782,0.006895,0.006202
4.025,0.7525,0.04627,0.005759,0.005299
4.025,0.7615,0.04119,0.003049,0.004271
4.025,0.7705,0.03931,0.003178,0.003829
4.025,0.7795,0.0359,0.003,0.003211
4.025,0.7885,0.03405,0.002844,0.004123
4.025,0.7975,0.02549,0.002412,0.00325
4.025,0.8065,0.02432,0.002501,0.00258
4.025,0.8155,0.02508,0.00247,0.002281
4.025,0.8245,0.01952,0.002119,0.001811
4.025,0.8335,0.02021,0.002123,0.001783
4.025,0.8425,0.02165,0.001766,0.002207
4.025,0.8515,0.02301,0.001833,0.002744
4.025,0.8605,0.02218,0.001983,0.002704
4.025,0.8695,0.02364,0.002098,0.00274
4.025,0.8785,0.01459,0.001583,0.002305
4.025,0.8875,0.01132,0.001699,0.002001
4.075,0.6985,0.06741,0.005779,0.00956
4.075,0.7075,0.0509,0.005057,0.00528
4.075,0.7165,0.04162,0.004595,0.004265
4.075,0.7255,0.05725,0.005462,0.005717
4.075,0.7345,0.05274,0.005626,0.00554
4.075,0.7435,0.06172,0.006573,0.006008
4.075,0.7525,0.05574,0.005973,0.006233
4.075,0.7615,0.04944,0.005779,0.006559
4.075,0.7705,0.03619,0.002866,0.004432
4.075,0.7795,0.03691,0.002961,0.003253
4.075,0.7885,0.03298,0.002958,0.004071
4.075,0.7975,0.02734,0.002431,0.003506
4.075,0.8065,0.02235,0.002284,0.00291
4.075,0.8155,0.02056,0.002293,0.002076
4.075,0.8245,0.0197,0.002359,0.002543
4.075,0.8335,0.02193,0.0025,0.002851
4.075,0.8425,0.02116,0.002307,0.002305
4.075,0.8515,0.01921,0.001715,0.002261
4.075,0.8605,0.0207,0.001829,0.002604
4.075,0.8695,0.01478,0.001683,0.001734
4.075,0.8785,0.01721,0.001726,0.002539
4.075,0.8875,0.00949,0.00155,0.001679
4.125,0.7075,0.06091,0.00603,0.006856
4.125,0.7165,0.05092,0.00512,0.006317
4.125,0.7255,0.04569,0.005069,0.004626
4.125,0.7345,0.06631,0.006153,0.006955
4.125,0.7435,0.06244,0.006413,0.006413
4.125,0.7525,0.05556,0.006161,0.005906
4.125,0.7615,0.04756,0.005217,0.006503
4.125,0.7705,0.03517,0.004558,0.004806
4.125,0.7795,0.03472,0.004774,0.003368
4.125,0.7885,0.02532,0.00252,0.003055
4.125,0.7975,0.02666,0.002469,0.00348
4.125,0.8065,0.02536,0.002509,0.00273
4.125,0.8155,0.02695,0.002713,0.003554
4.125,0.8245,0.02222,0.002414,0.002883
4.125,0.8335,0.02271,0.002522,0.002917
4.125,0.8425,0.02516,0.002703,0.003162
4.125,0.8515,0.02767,0.002785,0.00347
4.125,0.8605,0.01974,0.002598,0.001982
4.125,0.8695,0.02298,0.002099,0.002707
4.125,0.8785,0.01409,0.001566,0.002094
4.125,0.8875,0.01052,0.001599,0.001847
4.175,0.7255,0.04776,0.005161,0.005028
4.175,0.7345,0.06389,0.006177,0.006946
4.175,0.7435,0.05066,0.005779,0.005362
4.175,0.7525,0.0596,0.00647,0.005868
4.175,0.7615,0.04302,0.00515,0.005687
4.175,0.7705,0.03665,0.004648,0.005134
4.175,0.7795,0.03243,0.004336,0.004072
4.175,0.7885,0.02862,0.004163,0.002711
4.175,0.7975,0.02934,0.004683,0.003796
4.175,0.8065,0.01893,0.002177,0.001858
4.175,0.8155,0.02659,0.002584,0.003427
4.175,0.8245,0.02092,0.002419,0.002689
4.175,0.8335,0.02101,0.002425,0.002307
4.175,0.8425,0.01338,0.002044,0.001737
4.175,0.8515,0.01588,0.002159,0.001918
4.175,0.8605,0.01974,0.002516,0.002398
4.175,0.8695,0.01622,0.002227,0.002088
4.175,0.8785,0.02045,0.002529,0.002924
4.175,0.8875,0.01116,0.001692,0.001939
4.175,0.8965,0.007476,0.001294,0.001359
4.225,0.7435,0.06601,0.006594,0.007511
4.225,0.7525,0.05738,0.006172,0.005444
4.225,0.7615,0.0544,0.005837,0.006711
4.225,0.7705,0.03676,0.004743,0.003878
4.225,0.7795,0.03373,0.004297,0.003865
4.225,0.7885,0.0314,0.004451,0.002752
4.225,0.7975,0.02507,0.003957,0.003085
4.225,0.8065,0.021,0.00381,0.002753
4.225,0.8155,0.02403,0.002514,0.002197
4.225,0.8245,0.02431,0.002552,0.003235
4.225,0.8335,0.01794,0.002395,0.001571
4.225,0.8425,0.02008,0.00249,0.001928
4.225,0.8515,0.02149,0.002602,0.002245
4.225,0.8605,0.01692,0.002096,0.002235
4.225,0.8695,0.02185,0.002913,0.002849
4.225,0.8785,0.01777,0.002529,0.002576
4.225,0.8875,0.00979,0.001732,0.001677
4.275,0.7525,0.06064,0.006689,0.006604
4.275,0.7615,0.04596,0.005304,0.005488
4.275,0.7705,0.04231,0.005264,0.005695
4.275,0.7795,0.02964,0.004303,0.003251
4.275,0.7885,0.02933,0.004164,0.00266
4.275,0.7975,0.02767,0.004119,0.003631
4.275,0.8065,0.0258,0.004073,0.003331
4.275,0.8155,0.02637,0.004098,0.00335
4.275,0.8245,0.02618,0.004528,0.00258
4.275,0.8335,0.02131,0.002494,0.002184
4.275,0.8425,0.01601,0.002217,0.001439
4.275,0.8515,0.01749,0.00241,0.001645
4.275,0.8605,0.02316,0.002861,0.003148
4.275,0.8695,0.01845,0.002489,0.002416
4.275,0.8785,0.01593,0.002427,0.002199
4.275,0.8875,0.0127,0.001871,0.002177
4.325,0.7705,0.04458,0.005282,0.006763
4.325,0.7795,0.03424,0.004317,0.004805
4.325,0.7885,0.02342,0.003857,0.002312
4.325,0.7975,0.02889,0.004272,0.003619
4.325,0.8065,0.0258,0.004131,0.003503
4.325,0.8155,0.02207,0.004195,0.002941
4.325,0.8245,0.02866,0.004507,0.002799
4.325,0.8335,0.02163,0.003907,0.002798
4.325,0.8425,0.009435,0.003075,0.001096
4.325,0.8515,0.01919,0.002434,0.00186
4.325,0.8605,0.01805,0.002343,0.002445
4.325,0.8695,0.01947,0.00257,0.002511
4.325,0.8785,0.01884,0.002724,0.002643
4.325,0.8875,0.01052,0.001894,0.001768
4.375,0.7795,0.0452,0.005547,0.006907
4.375,0.7885,0.0236,0.003707,0.002745
4.375,0.7975,0.03268,0.004849,0.004002
4.375,0.8065,0.0212,0.003996,0.002893
4.375,0.8155,0.02512,0.004019,0.002915
4.375,0.8245,0.01999,0.003752,0.002621
4.375,0.8335,0.02465,0.004258,0.003403
4.375,0.8425,0.01996,0.003869,0.002634
4.375,0.8515,0.02679,0.004366,0.003193
4.375,0.8605,0.02069,0.003997,0.002691
4.375,0.8695,0.01419,0.002132,0.001897
4.375,0.8785,0.01657,0.002512,0.002253
4.375,0.8875,0.01561,0.002098,0.002544
4.425,0.7885,0.02949,0.004535,0.004419
4.425,0.7975,0.02577,0.004097,0.002486
4.425,0.8065,0.01743,0.003903,0.00234
4.425,0.8155,0.02396,0.004227,0.002328
4.425,0.8245,0.02347,0.00434,0.003298
4.425,0.8335,0.02529,0.004263,0.003296
4.425,0.8425,0.01828,0.003608,0.002456
4.425,0.8515,0.01673,0.003434,0.002196
4.425,0.8605,0.01333,0.003156,0.001831
4.425,0.8695,0.01659,0.004021,0.001938
4.425,0.8785,0.02096,0.00254,0.002912
4.425,0.8875,0.01277,0.001917,0.002073
4.475,0.8065,0.02224,0.004134,0.003021
4.475,0.8155,0.02255,0.004178,0.003149
4.475,0.8245,0.01493,0.003373,0.001516
4.475,0.8335,0.02418,0.00391,0.003158
4.475,0.8425,0.01868,0.003559,0.001844
4.475,0.8515,0.01429,0.003315,0.00189
4.475,0.8605,0.0161,0.003453,0.002021
4.475,0.8695,0.01976,0.00382,0.002351
4.475,0.8785,0.01996,0.004287,0.002602
4.525,0.8245,0.02494,0.004478,0.003131
4.525,0.8335,0.01179,0.003158,0.001608
4.525,0.8425,0.01518,0.003438,0.001331
4.525,0.8515,0.01631,0.003672,0.001963
4.525,0.8605,0.0177,0.003888,0.001854
4.525,0.8695,0.01551,0.003885,0.002164
4.525,0.8785,0.01512,0.00433,0.002056
4.525,0.8875,0.00862,0.003046,0.001355
4.575,0.8335,0.02089,0.004512,0.002335
4.575,0.8425,0.01507,0.003505,0.00196
4.575,0.8515,0.01166,0.003358,0.001092
4.575,0.8605,0.01606,0.003308,0.001601
4.575,0.8695,0.01354,0.003309,0.001857
4.575,0.8785,0.02177,0.004568,0.003086
4.575,0.8875,0.01083,0.003144,0.001584
4.625,0.8515,0.0211,0.004451,0.002405
4.625,0.8605,0.01564,0.003369,0.001426
4.625,0.8695,0.01281,0.003237,0.001666
4.625,0.8785,0.01766,0.004178,0.00243
4.625,0.8875,0.01551,0.003906,0.002388
4.675,0.8695,0.0145,0.00367,0.00203
4.675,0.8785,0.01539,0.003663,0.00206
4.675,0.8875,0.01906,0.004308,0.002866
4.725,0.8785,0.02348,0.004653,0.003318
